product_category,Product_Subcategory,Quantity,Unit_Price,Price,Tax,Payment_mode,Reviews,Income,city,Return,total_price,tax_ratio
Bags,Mens,3,408,1224,128.52,Cash,5.0,38761.0,Gurgaon,0,1352.52,0.10491428571428572
Footwear,Women,3,213,639,67.095,Mobile Payments,4.0,112262.0,Vishakhapatnam,0,706.095,0.1048359375
Footwear,Mens,1,1083,1083,113.715,Mobile Payments,2.0,76448.0,Bangalore,0,1196.715,0.10490313653136532
Bags,Mens,4,899,3596,377.58,Credit Card,5.0,21378.0,Vishakhapatnam,0,3973.58,0.10497080900750624
Footwear,Women,5,1338,6690,702.45,Debit Card,5.0,128918.0,Pune,0,7392.45,0.10498430727843372
Footwear,Kids,1,630,630,66.15,Cash,4.0,26611.0,Gurgaon,0,696.15,0.10483359746434233
Clothing,Women,2,1391,2782,292.11,Debit Card,2.0,18087.0,Kolkata,0,3074.11,0.10496227093065039
Electronics,Cameras,1,628,628,65.94,Mobile Payments,1.0,144261.0,Mumbai,0,693.94,0.10483306836248012
Footwear,Mens,5,635,3175,333.375,Debit Card,4.0,48031.0,Vishakhapatnam,0,3508.375,0.1049669395465995
Electronics,Computers,1,885,885,92.925,Mobile Payments,1.0,19841.0,Ahmedabad,0,977.925,0.10488148984198645
Footwear,Kids,4,562,2248,236.04,Debit Card,1.0,97000.0,Gurgaon,0,2484.04,0.10495331258337039
Home and kitchen,Bath,4,685,2740,287.7,Credit Card,5.0,56702.0,Vishakhapatnam,0,3027.7,0.10496169281284203
Footwear,Kids,3,1358,4074,427.77,Debit Card,5.0,23462.0,Pune,0,4501.77,0.10497423312883435
Footwear,Kids,2,1198,2396,251.58,Credit Card,5.0,107374.0,Vishakhapatnam,0,2647.58,0.10495619524405507
Footwear,Kids,3,627,1881,197.505,Mobile Payments,5.0,39466.0,Chennai,0,2078.505,0.1049442082890542
Home and kitchen,Bath,4,1277,5108,536.34,Debit Card,5.0,39384.0,Ahmedabad,0,5644.34,0.10497944803288316
Electronics,Computers,4,740,2960,310.8,Credit Card,4.0,67751.0,Vishakhapatnam,0,3270.8,0.1049645390070922
Home and kitchen,Bath,1,620,620,65.1,Mobile Payments,1.0,84376.0,Vishakhapatnam,0,685.1,0.10483091787439612
Bags,Women,4,424,1696,178.08,Cash,5.0,110170.0,Vishakhapatnam,0,1874.08,0.10493812610489099
Home and kitchen,Bath,1,618,618,64.89,Mobile Payments,4.0,44547.0,Kolkata,0,682.89,0.10483037156704363
Books,Non-Fiction,5,1251,6255,656.775,Credit Card,4.0,79572.0,Gurgaon,0,6911.775,0.10498321611253196
Footwear,Women,3,329,987,103.635,Mobile Payments,4.0,13560.0,Ahmedabad,0,1090.635,0.10489372469635629
Electronics,Cameras,3,1441,4323,453.915,Credit Card,5.0,35032.0,Hyderabad,0,4776.915,0.10497571692876967
Clothing,Women,5,846,4230,444.15,Credit Card,5.0,53085.0,Bangalore,0,4674.15,0.10497518317182698
Footwear,Kids,3,502,1506,158.13,Mobile Payments,4.0,73135.0,New Delhi,0,1664.13,0.10493032514930326
Bags,Mens,2,1329,2658,279.09,Debit Card,5.0,22186.0,Hyderabad,0,2937.09,0.10496051147047761
Footwear,Women,3,1173,3519,369.495,Debit Card,5.0,58617.0,Pune,0,3888.495,0.10497017045454546
Clothing,Mens,4,807,3228,338.94,Debit Card,4.0,15601.0,Bangalore,0,3566.94,0.1049674821926293
Footwear,Women,4,412,1648,173.04,Mobile Payments,4.0,31391.0,Bangalore,0,1821.04,0.1049363250454821
Footwear,Mens,1,76,76,7.98,Mobile Payments,4.0,106026.0,Mumbai,0,83.98,0.10363636363636364
Footwear,Mens,2,306,612,64.26,Mobile Payments,4.0,64514.0,Pune,0,676.26,0.10482871125611747
Home and kitchen,Bath,2,306,612,64.26,Mobile Payments,5.0,19952.0,Mumbai,0,676.26,0.10482871125611747
Books,Fiction,4,1122,4488,471.24,Credit Card,5.0,111755.0,Bangalore,0,4959.24,0.10497660948986412
Books,Non-Fiction,4,1334,5336,560.28,Credit Card,5.0,7159.0,Mumbai,0,5896.28,0.10498032602585722
Clothing,Women,1,953,953,100.065,Mobile Payments,5.0,65985.0,Pune,0,1053.065,0.10488993710691824
Books,Academic,3,889,2667,280.035,Debit Card,5.0,39748.0,Vishakhapatnam,0,2947.035,0.10496064467766118
Footwear,Mens,1,599,599,62.895,Mobile Payments,1.0,144691.0,Pune,0,661.895,0.104825
Bags,Mens,5,1406,7030,738.15,Credit Card,4.0,62565.0,Vishakhapatnam,0,7768.15,0.10498506613568483
Home and kitchen,Bath,1,598,598,62.79,Mobile Payments,5.0,57659.0,Vishakhapatnam,0,660.79,0.10482470784641068
Clothing,Women,3,271,813,85.365,Cash,1.0,120761.0,Chennai,0,898.365,0.10487100737100737
Footwear,Women,4,1078,4312,452.76,Credit Card,3.0,48698.0,Ahmedabad,0,4764.76,0.10497565499652214
Footwear,Mens,3,433,1299,136.395,Mobile Payments,5.0,25811.0,Ahmedabad,0,1435.395,0.10491923076923078
Footwear,Mens,3,1461,4383,460.215,Debit Card,2.0,22081.0,New Delhi,0,4843.215,0.104976049270073
Footwear,Women,3,777,2331,244.755,Credit Card,5.0,11006.0,New Delhi,0,2575.755,0.10495497427101201
Books,DIY,1,930,930,97.65,Mobile Payments,1.0,33113.0,Mumbai,0,1027.65,0.10488721804511279
Home and kitchen,Tools,2,291,582,61.11,Mobile Payments,5.0,62822.0,Pune,0,643.11,0.10481989708404803
Footwear,Mens,4,770,3080,323.4,Debit Card,5.0,100762.0,Kolkata,0,3403.4,0.10496592015579356
Footwear,Women,1,132,132,13.86,Mobile Payments,4.0,112218.0,Vishakhapatnam,0,145.86,0.10421052631578948
Clothing,Mens,2,290,580,60.9,Mobile Payments,5.0,140510.0,Ahmedabad,0,640.9,0.10481927710843374
Clothing,Mens,5,475,2375,249.375,Debit Card,4.0,43739.0,Pune,0,2624.375,0.10495580808080808
Footwear,Mens,4,1251,5004,525.42,Credit Card,5.0,45844.0,Bangalore,0,5529.42,0.10497902097902097
Home and kitchen,Bath,1,573,573,60.165,Cash,5.0,9589.0,New Delhi,0,633.165,0.1048170731707317
Footwear,Mens,5,1097,5485,575.925,Debit Card,4.0,24729.0,Pune,0,6060.925,0.10498086037185562
Clothing,Women,4,1158,4632,121.59,Mobile Payments,1.0,83011.0,Ahmedabad,1,4753.59,0.026244334124757178
Footwear,Mens,1,1119,1119,117.495,Mobile Payments,5.0,21705.0,Pune,0,1236.495,0.10490625
Clothing,Mens,3,1381,4143,435.015,Debit Card,4.0,47052.0,Chennai,0,4578.015,0.10497466216216216
Books,Fiction,2,282,564,59.22,Mobile Payments,5.0,43147.0,Mumbai,0,623.22,0.1048141592920354
Books,Non-Fiction,4,863,3452,362.46,Credit Card,5.0,39177.0,Chennai,0,3814.46,0.10496959165942658
Clothing,Mens,4,79,316,33.18,Mobile Payments,5.0,39051.0,Kolkata,0,349.18,0.10466876971608832
Electronics,Computers,5,1188,5940,623.7,Debit Card,3.0,85998.0,Hyderabad,0,6563.7,0.10498232620770914
Electronics,Computers,2,845,1690,177.45,Mobile Payments,2.0,99467.0,Mumbai,0,1867.45,0.10493790656416321
Home and kitchen,Bath,2,1015,2030,213.15,Credit Card,4.0,21405.0,Bangalore,0,2243.15,0.1049483013293944
Footwear,Women,4,1377,5508,578.34,Credit Card,4.0,107094.0,Ahmedabad,0,6086.34,0.10498094027954258
Home and kitchen,Tools,5,294,1470,154.35,Mobile Payments,5.0,56537.0,Pune,0,1624.35,0.1049286199864038
Home and kitchen,Furnishing,2,877,1754,184.17,Mobile Payments,5.0,39190.0,New Delhi,0,1938.17,0.10494017094017093
Books,Academic,1,730,730,76.65,Mobile Payments,4.0,53152.0,Vishakhapatnam,0,806.65,0.10485636114911082
Footwear,Kids,4,1401,5604,588.42,Credit Card,5.0,82417.0,Pune,0,6192.42,0.10498126672613738
Home and kitchen,Kitchen,2,1338,2676,280.98,Credit Card,5.0,65441.0,Vishakhapatnam,0,2956.98,0.10496077698916699
Footwear,Mens,1,110,110,11.55,Mobile Payments,5.0,20506.0,Hyderabad,0,121.55,0.10405405405405406
Footwear,Mens,2,920,1840,193.2,Mobile Payments,5.0,27826.0,Kolkata,0,2033.2,0.10494296577946767
Home and kitchen,Kitchen,3,1301,3903,409.815,Credit Card,1.0,97603.0,Gurgaon,0,4312.815,0.10497310450819672
Footwear,Kids,2,916,1832,192.36,Mobile Payments,4.0,34609.0,Mumbai,0,2024.3600000000001,0.10494271685761049
Clothing,Mens,2,639,1278,134.19,Mobile Payments,4.0,62576.0,Hyderabad,0,1412.19,0.10491790461297888
Footwear,Kids,1,1062,1062,111.51,Mobile Payments,2.0,93761.0,Hyderabad,0,1173.51,0.10490122295390406
Home and kitchen,Furnishing,2,498,996,104.58,Mobile Payments,4.0,36006.0,Kolkata,0,1100.58,0.10489468405215646
Footwear,Kids,2,706,1412,148.26,Mobile Payments,3.0,81057.0,Pune,0,1560.26,0.10492569002123142
Clothing,Mens,4,448,1792,188.16,Cash,5.0,111510.0,Bangalore,0,1980.16,0.10494143892916899
Clothing,Mens,1,588,588,61.74,Mobile Payments,5.0,24732.0,Mumbai,0,649.74,0.10482173174872667
Bags,Mens,2,1383,2766,290.43,Credit Card,5.0,67433.0,Vishakhapatnam,0,3056.43,0.10496205276472714
Home and kitchen,Kitchen,1,1459,1459,153.195,Cash,2.0,15149.0,New Delhi,0,1612.195,0.10492808219178082
Books,Academic,3,681,2043,214.515,Debit Card,1.0,87734.0,Ahmedabad,0,2257.515,0.1049486301369863
Bags,Mens,1,1456,1456,152.88,Mobile Payments,4.0,86674.0,Chennai,0,1608.88,0.10492793411118737
Home and kitchen,Furnishing,1,539,539,56.595,Mobile Payments,2.0,79393.0,Pune,0,595.595,0.10480555555555555
Home and kitchen,Furnishing,1,542,542,56.91,Mobile Payments,5.0,83426.0,Mumbai,0,598.91,0.10480662983425414
Bags,Mens,5,1493,7465,783.825,Debit Card,1.0,138842.0,Gurgaon,0,8248.825,0.10498593624430753
Footwear,Women,3,1052,3156,331.38,Debit Card,4.0,107951.0,New Delhi,0,3487.38,0.10496674057649667
Books,DIY,2,269,538,56.49,Mobile Payments,1.0,70626.0,Vishakhapatnam,0,594.49,0.1048051948051948
Books,Fiction,4,1160,4640,487.2,Credit Card,2.0,41298.0,New Delhi,0,5127.2,0.10497737556561086
Home and kitchen,Tools,4,783,3132,328.86,Credit Card,4.0,13390.0,Chennai,0,3460.86,0.10496648579636132
Footwear,Women,4,1219,4876,511.98,Debit Card,5.0,25673.0,Kolkata,0,5387.98,0.1049784703711298
Footwear,Women,4,1279,5116,537.18,Credit Card,2.0,92429.0,Vishakhapatnam,0,5653.18,0.10497948016415867
Home and kitchen,Kitchen,1,1361,1361,142.905,Mobile Payments,5.0,89101.0,Ahmedabad,0,1503.905,0.10492290748898679
Books,Non-Fiction,4,1124,4496,472.08,Debit Card,2.0,58686.0,Pune,0,4968.08,0.10497665110073381
Footwear,Kids,5,1348,6740,707.7,Credit Card,5.0,98202.0,Bangalore,0,7447.7,0.10498442367601246
Home and kitchen,Bath,1,320,320,33.6,Mobile Payments,4.0,55058.0,New Delhi,0,353.6,0.10467289719626169
Footwear,Women,5,1473,7365,773.325,Credit Card,4.0,110365.0,Bangalore,0,8138.325,0.10498574531631823
Bags,Women,1,380,380,39.9,Mobile Payments,5.0,48827.0,Ahmedabad,0,419.9,0.10472440944881889
Clothing,Mens,5,70,350,36.75,Mobile Payments,5.0,53669.0,Hyderabad,0,386.75,0.1047008547008547
Electronics,Personal Appliances,2,797,1594,167.37,Mobile Payments,3.0,78073.0,Mumbai,0,1761.37,0.10493416927899687
Home and kitchen,Bath,3,765,2295,240.975,Credit Card,5.0,46451.0,Bangalore,0,2535.975,0.10495426829268292
Bags,Women,4,801,3204,336.42,Credit Card,5.0,21981.0,Pune,0,3540.42,0.10496723868954759
Books,Academic,2,672,1344,141.12,Mobile Payments,5.0,78714.0,Chennai,0,1485.12,0.10492193308550186
Bags,Women,1,524,524,55.02,Mobile Payments,5.0,80695.0,Bangalore,0,579.02,0.1048
Electronics,Audio and video,5,556,2780,291.9,Credit Card,5.0,31502.0,Pune,0,3071.9,0.10496224379719525
Clothing,Mens,3,446,1338,140.49,Mobile Payments,2.0,75410.0,Bangalore,0,1478.49,0.10492158327109784
Clothing,Women,2,1069,2138,224.49,Credit Card,5.0,111137.0,Hyderabad,0,2362.49,0.10495091164095371
Home and kitchen,Kitchen,1,1211,1211,127.155,Cash,4.0,36941.0,Bangalore,0,1338.155,0.10491336633663366
Home and kitchen,Kitchen,2,1052,2104,220.92,Credit Card,5.0,106842.0,Mumbai,0,2324.92,0.1049501187648456
Footwear,Mens,3,952,2856,299.88,Credit Card,4.0,21347.0,Pune,0,3155.88,0.10496324816240812
Books,Academic,2,260,520,54.6,Mobile Payments,3.0,73206.0,Vishakhapatnam,0,574.6,0.10479846449136276
Clothing,Mens,4,325,1300,136.5,Mobile Payments,5.0,51399.0,Chennai,0,1436.5,0.10491929285165258
Footwear,Mens,3,173,519,54.495,Mobile Payments,5.0,21520.0,Bangalore,0,573.495,0.10479807692307692
Books,Non-Fiction,2,416,832,218.4,Debit Card,1.0,22780.0,Pune,1,1050.4,0.26218487394957984
Books,Fiction,5,675,3375,354.375,Credit Card,5.0,10005.0,New Delhi,0,3729.375,0.1049688981042654
Bags,Women,2,1262,2524,265.02,Credit Card,2.0,74449.0,New Delhi,0,2789.02,0.10495841584158415
Footwear,Kids,3,237,711,74.655,Mobile Payments,5.0,79956.0,Ahmedabad,0,785.655,0.10485252808988764
Clothing,Women,1,519,519,54.495,Mobile Payments,5.0,19221.0,Vishakhapatnam,0,573.495,0.10479807692307692
Footwear,Mens,5,268,1340,140.7,Mobile Payments,2.0,108851.0,Gurgaon,0,1480.7,0.10492170022371364
Home and kitchen,Kitchen,4,994,3976,417.48,Debit Card,1.0,31879.0,New Delhi,0,4393.48,0.10497359818959015
Clothing,Mens,2,991,1982,208.11,Credit Card,5.0,121637.0,Hyderabad,0,2190.11,0.10494704992435704
Bags,Mens,3,536,1608,168.84,Mobile Payments,5.0,61828.0,Chennai,0,1776.84,0.1049347420758235
Footwear,Kids,4,119,476,49.98,Mobile Payments,2.0,45115.0,Ahmedabad,0,525.98,0.10477987421383647
Home and kitchen,Tools,5,103,515,54.075,Mobile Payments,4.0,135394.0,Hyderabad,0,569.075,0.10479651162790699
Bags,Women,4,639,2556,268.38,Debit Card,4.0,115527.0,New Delhi,0,2824.38,0.10495893625342198
Bags,Women,1,1435,1435,150.675,Cash,5.0,86914.0,Chennai,0,1585.675,0.10492688022284123
Clothing,Women,4,498,1992,209.16,Credit Card,5.0,41688.0,Vishakhapatnam,0,2201.16,0.10494731560461615
Bags,Women,2,996,1992,209.16,Debit Card,5.0,27906.0,Chennai,0,2201.16,0.10494731560461615
Clothing,Mens,1,509,509,53.445,Cash,1.0,90814.0,Ahmedabad,0,562.445,0.10479411764705883
Clothing,Women,3,1176,3528,370.44,Credit Card,5.0,106335.0,Bangalore,0,3898.44,0.10497024652876169
Footwear,Mens,2,94,188,19.74,Mobile Payments,5.0,10177.0,Gurgaon,0,207.74,0.10444444444444444
Home and kitchen,Bath,3,696,2088,219.24,Debit Card,5.0,32704.0,Hyderabad,0,2307.24,0.10494973671613213
Clothing,Mens,2,891,1782,187.11,Mobile Payments,5.0,59129.0,Gurgaon,0,1969.1100000000001,0.10494111048794168
Bags,Mens,2,787,1574,165.27,Mobile Payments,4.0,93222.0,Hyderabad,0,1739.27,0.10493333333333334
Clothing,Women,5,639,3195,335.475,Credit Card,5.0,108368.0,Chennai,0,3530.475,0.10496714643304131
Footwear,Kids,5,197,985,103.425,Mobile Payments,5.0,83044.0,Ahmedabad,0,1088.425,0.10489350912778904
Clothing,Mens,2,1168,2336,245.28,Debit Card,4.0,38825.0,Bangalore,0,2581.28,0.10495507060333761
Books,Academic,5,928,4640,487.2,Debit Card,4.0,39213.0,Chennai,0,5127.2,0.10497737556561086
Books,Fiction,5,521,2605,273.525,Credit Card,5.0,27457.0,Pune,0,2878.525,0.10495970836531081
Home and kitchen,Tools,3,342,1026,143.64,Mobile Payments,2.0,18735.0,Ahmedabad,1,1169.6399999999999,0.13986368062317428
Home and kitchen,Bath,4,1485,5940,623.7,Debit Card,5.0,53277.0,Mumbai,0,6563.7,0.10498232620770914
Electronics,Personal Appliances,5,789,3945,414.225,Credit Card,4.0,41862.0,Kolkata,0,4359.225,0.10497339077546884
Home and kitchen,Kitchen,5,1472,7360,772.8,Credit Card,4.0,83175.0,Chennai,0,8132.8,0.10498573563374541
Footwear,Kids,1,497,497,52.185,Mobile Payments,5.0,82178.0,Bangalore,0,549.185,0.10478915662650602
Footwear,Mens,1,665,665,69.825,Mobile Payments,5.0,62066.0,Chennai,0,734.825,0.10484234234234234
Footwear,Mens,5,573,2865,300.825,Debit Card,5.0,71301.0,New Delhi,0,3165.825,0.10496336357292393
Footwear,Mens,5,963,4815,505.575,Credit Card,3.0,66176.0,New Delhi,0,5320.575,0.1049781976744186
Electronics,Personal Appliances,1,495,495,51.975,Mobile Payments,5.0,130029.0,Ahmedabad,0,546.975,0.10478830645161291
Clothing,Mens,3,771,2313,242.865,Debit Card,4.0,53487.0,Vishakhapatnam,0,2555.865,0.10495462402765773
Electronics,Audio and video,1,495,495,51.975,Mobile Payments,3.0,102381.0,Bangalore,0,546.975,0.10478830645161291
Footwear,Mens,3,165,495,51.975,Mobile Payments,1.0,109559.0,Pune,0,546.975,0.10478830645161291
Home and kitchen,Bath,4,857,3428,359.94,Credit Card,5.0,55891.0,New Delhi,0,3787.94,0.10496937882764654
Home and kitchen,Furnishing,5,1201,6005,252.21,Debit Card,4.0,70227.0,Vishakhapatnam,1,6257.21,0.041993006993006995
Bags,Mens,4,798,3192,335.16,Debit Card,1.0,52152.0,Bangalore,0,3527.16,0.1049671155652991
Books,Non-Fiction,2,683,1366,143.43,Mobile Payments,5.0,28341.0,New Delhi,0,1509.43,0.10492318946598392
Books,Fiction,5,493,2465,258.825,Debit Card,3.0,72642.0,Ahmedabad,0,2723.825,0.1049574209245742
Books,Fiction,1,485,485,50.925,Mobile Payments,4.0,87357.0,Chennai,0,535.925,0.10478395061728395
Footwear,Women,5,422,2110,132.93,Mobile Payments,1.0,107032.0,Bangalore,1,2242.93,0.06297015632401706
Clothing,Mens,2,242,484,50.82,Mobile Payments,4.0,22259.0,Kolkata,0,534.82,0.10478350515463918
Home and kitchen,Kitchen,4,622,2488,261.24,Credit Card,4.0,10407.0,New Delhi,0,2749.24,0.10495781438328647
Home and kitchen,Tools,5,1335,6675,700.875,Debit Card,5.0,35116.0,Pune,0,7375.875,0.10498427201917315
Clothing,Mens,2,815,1630,171.15,Cash,4.0,42675.0,Hyderabad,0,1801.15,0.10493562231759657
Clothing,Women,4,700,2800,294.0,Debit Card,5.0,24492.0,Kolkata,0,3094.0,0.10496251338807569
Bags,Women,4,406,1624,170.52,Mobile Payments,5.0,117208.0,Mumbai,0,1794.52,0.10493538461538462
Books,Fiction,3,1412,4236,444.78,Debit Card,5.0,29603.0,Kolkata,0,4680.78,0.10497521831484541
Bags,Mens,1,178,178,18.69,Mobile Payments,4.0,133431.0,Pune,0,196.69,0.10441340782122906
Footwear,Mens,1,1069,1069,112.245,Mobile Payments,4.0,38206.0,Chennai,0,1181.245,0.1049018691588785
Clothing,Mens,4,516,2064,216.72,Debit Card,5.0,40965.0,Hyderabad,0,2280.72,0.10494915254237289
Home and kitchen,Furnishing,5,1074,5370,563.85,Credit Card,2.0,48522.0,Ahmedabad,0,5933.85,0.10498045056786447
Books,Fiction,5,1130,5650,593.25,Credit Card,4.0,51283.0,New Delhi,0,6243.25,0.10498141921783755
Books,Academic,2,1429,2858,300.09,Debit Card,2.0,141356.0,Gurgaon,0,3158.09,0.1049632738719832
Footwear,Mens,5,250,1250,131.25,Mobile Payments,3.0,60533.0,Bangalore,0,1381.25,0.10491606714628297
Footwear,Women,2,569,1138,119.49,Mobile Payments,2.0,60538.0,Ahmedabad,0,1257.49,0.10490781387181738
Books,Non-Fiction,4,436,1744,183.12,Mobile Payments,4.0,97718.0,Chennai,0,1927.12,0.10493982808022922
Footwear,Kids,5,1146,5730,601.65,Debit Card,5.0,100117.0,Bangalore,0,6331.65,0.10498167859012389
Home and kitchen,Tools,5,282,1410,148.05,Mobile Payments,4.0,30518.0,Mumbai,0,1558.05,0.10492558469170801
Electronics,Mobiles,3,1097,3291,345.555,Credit Card,3.0,19363.0,Ahmedabad,0,3636.555,0.10496810449574727
Clothing,Mens,3,477,1431,150.255,Mobile Payments,5.0,43068.0,Bangalore,0,1581.255,0.10492667597765362
Electronics,Computers,5,94,470,49.35,Mobile Payments,4.0,49888.0,Hyderabad,0,519.35,0.10477707006369427
Clothing,Mens,5,1391,6955,730.275,Debit Card,4.0,42067.0,Kolkata,0,7685.275,0.10498490511788384
Bags,Women,2,1005,2010,211.05,Credit Card,1.0,69679.0,Pune,0,2221.05,0.10494778717056191
Footwear,Kids,3,569,1707,179.235,Mobile Payments,4.0,130860.0,Pune,0,1886.2350000000001,0.10493852459016394
Bags,Women,1,615,615,64.575,Mobile Payments,5.0,28634.0,Ahmedabad,0,679.575,0.10482954545454545
Home and kitchen,Furnishing,4,144,576,60.48,Mobile Payments,4.0,42592.0,Chennai,0,636.48,0.10481802426343154
Footwear,Kids,5,393,1965,206.325,Debit Card,2.0,30368.0,Chennai,0,2171.325,0.10494659206510681
Home and kitchen,Tools,1,1484,1484,155.82,Cash,4.0,18499.0,Bangalore,0,1639.82,0.10492929292929293
Bags,Women,5,1283,6415,673.575,Credit Card,5.0,102346.0,Mumbai,0,7088.575,0.10498363466334165
Home and kitchen,Furnishing,4,678,2712,284.76,Credit Card,5.0,79626.0,Ahmedabad,0,2996.76,0.10496129745669001
Footwear,Kids,2,1466,2932,307.86,Credit Card,4.0,45756.0,Gurgaon,0,3239.86,0.10496420047732698
Footwear,Kids,2,271,542,56.91,Mobile Payments,5.0,85676.0,Kolkata,0,598.91,0.10480662983425414
Clothing,Mens,5,451,2255,236.775,Credit Card,5.0,86654.0,Vishakhapatnam,0,2491.775,0.1049534574468085
Footwear,Women,4,115,460,48.3,Cash,4.0,15222.0,Pune,0,508.3,0.10477223427331886
Home and kitchen,Furnishing,5,1076,5380,564.9,Credit Card,5.0,41109.0,Ahmedabad,0,5944.9,0.10498048689834603
Clothing,Mens,5,997,4985,523.425,Credit Card,5.0,87494.0,Kolkata,0,5508.425,0.1049789410348977
Electronics,Cameras,3,198,594,62.37,Cash,4.0,126325.0,Chennai,0,656.37,0.1048235294117647
Electronics,Audio and video,4,869,3476,364.98,Credit Card,5.0,98249.0,Kolkata,0,3840.98,0.10496980155306299
Footwear,Mens,4,825,3300,346.5,Credit Card,4.0,69643.0,Mumbai,0,3646.5,0.10496819145713421
Clothing,Women,4,770,3080,323.4,Debit Card,2.0,72485.0,Gurgaon,0,3403.4,0.10496592015579356
Bags,Women,2,574,1148,120.54,Mobile Payments,5.0,54695.0,New Delhi,0,1268.54,0.10490861618798956
Bags,Mens,3,150,450,47.25,Mobile Payments,4.0,30439.0,Gurgaon,0,497.25,0.10476718403547672
Home and kitchen,Furnishing,1,447,447,46.935,Mobile Payments,1.0,106019.0,Chennai,0,493.935,0.104765625
Home and kitchen,Bath,5,998,4990,523.95,Debit Card,4.0,24850.0,Chennai,0,5513.95,0.10497896213183731
Clothing,Mens,2,1030,2060,216.3,Debit Card,5.0,106669.0,New Delhi,0,2276.3,0.1049490538573508
Bags,Women,2,672,1344,141.12,Mobile Payments,5.0,63371.0,New Delhi,0,1485.12,0.10492193308550186
Bags,Mens,4,861,3444,361.62,Debit Card,5.0,87354.0,Ahmedabad,0,3805.62,0.10496952104499274
Clothing,Mens,3,148,444,46.62,Mobile Payments,3.0,137043.0,New Delhi,0,490.62,0.10476404494382022
Footwear,Kids,5,1399,6995,734.475,Credit Card,5.0,45761.0,Hyderabad,0,7729.475,0.10498499142367067
Bags,Women,1,442,442,46.41,Cash,5.0,146136.0,New Delhi,0,488.40999999999997,0.1047629796839729
Clothing,Women,2,325,650,68.25,Mobile Payments,5.0,83440.0,Hyderabad,0,718.25,0.10483870967741936
Footwear,Women,3,403,1209,126.945,Mobile Payments,5.0,43341.0,Pune,0,1335.945,0.10491322314049586
Clothing,Women,3,542,1626,170.73,Mobile Payments,5.0,25336.0,Bangalore,0,1796.73,0.10493546404425322
Home and kitchen,Furnishing,5,452,2260,237.3,Debit Card,5.0,104353.0,New Delhi,0,2497.3,0.10495356037151703
Electronics,Audio and video,3,109,327,34.335,Mobile Payments,1.0,18741.0,Bangalore,0,361.335,0.10467987804878048
Clothing,Women,2,1051,2102,220.71,Credit Card,3.0,78440.0,Gurgaon,0,2322.71,0.10495007132667618
Home and kitchen,Bath,2,298,596,62.58,Mobile Payments,1.0,47769.0,Gurgaon,0,658.58,0.10482412060301508
Clothing,Women,3,450,1350,141.75,Cash,4.0,99449.0,Mumbai,0,1491.75,0.10492227979274611
Footwear,Kids,5,788,3940,413.7,Credit Card,3.0,85149.0,Vishakhapatnam,0,4353.7,0.10497335701598579
Footwear,Mens,1,1024,1024,107.52,Mobile Payments,5.0,14447.0,Chennai,0,1131.52,0.10489756097560975
Bags,Women,5,985,4925,517.125,Debit Card,5.0,28183.0,Kolkata,0,5442.125,0.10497868453105969
Footwear,Kids,2,1201,2402,252.21,Credit Card,5.0,20603.0,Pune,0,2654.21,0.10495630461922598
Home and kitchen,Kitchen,2,1454,2908,305.34,Credit Card,5.0,79152.0,Mumbai,0,3213.34,0.10496390512203506
Footwear,Kids,1,428,428,44.94,Cash,5.0,51603.0,Kolkata,0,472.94,0.10475524475524475
Footwear,Women,5,423,2115,222.075,Credit Card,5.0,96248.0,Vishakhapatnam,0,2337.075,0.10495037807183365
Home and kitchen,Bath,5,1185,5925,622.125,Debit Card,1.0,31017.0,Chennai,0,6547.125,0.1049822814714816
Clothing,Women,5,817,4085,428.925,Credit Card,5.0,72027.0,Ahmedabad,0,4513.925,0.10497430249632893
Footwear,Women,4,106,424,44.52,Cash,4.0,27176.0,Ahmedabad,0,468.52,0.10475294117647059
Bags,Women,1,562,562,59.01,Cash,4.0,103984.0,Mumbai,0,621.01,0.10481349911190053
Footwear,Kids,5,318,1590,166.95,Mobile Payments,5.0,47320.0,Hyderabad,0,1756.95,0.10493400377121306
Clothing,Women,3,674,2022,212.31,Credit Card,5.0,86207.0,Vishakhapatnam,0,2234.31,0.10494809688581315
Books,DIY,2,354,708,74.34,Mobile Payments,5.0,27757.0,Vishakhapatnam,0,782.34,0.10485190409026798
Bags,Mens,4,1294,5176,543.48,Debit Card,5.0,88157.0,New Delhi,0,5719.48,0.10497971798338807
Home and kitchen,Furnishing,1,221,221,23.205,Mobile Payments,3.0,55656.0,Bangalore,0,244.20499999999998,0.10452702702702701
Books,Fiction,4,338,1352,141.96,Mobile Payments,5.0,49103.0,Ahmedabad,0,1493.96,0.10492239467849225
Home and kitchen,Kitchen,3,1270,3810,400.05,Credit Card,5.0,10701.0,Mumbai,0,4210.05,0.10497244817633168
Books,Non-Fiction,2,447,894,93.87,Mobile Payments,4.0,26577.0,New Delhi,0,987.87,0.10488268156424581
Clothing,Women,1,96,96,10.08,Mobile Payments,4.0,21857.0,Bangalore,0,106.08,0.10391752577319588
Clothing,Women,5,1431,7155,751.275,Debit Card,5.0,61813.0,Mumbai,0,7906.275,0.10498532699832308
Bags,Women,3,883,2649,278.145,Credit Card,5.0,105449.0,New Delhi,0,2927.145,0.10496037735849056
Books,DIY,5,1105,5525,580.125,Credit Card,5.0,40238.0,Gurgaon,0,6105.125,0.10498099891422367
