Month,product_category,Product_Subcategory,Quantity,Unit_Price,Price,Tax,Payment_mode,Store_type,Reviews,Income,city,Gender,Marital_status,Education_Level,Profession_Type,Return
April,Clothing,Women,4,1120,4480,470.4,Debit Card,e-Shop,5.0,146136.0,New Delhi,F,1,Master,Others,0
April,Footwear,Kids,5,648,3240,340.2,Debit Card,MBR,5.0,130196.0,Gurgaon,M,1,Master,Salaried,0
April,Home and kitchen,Tools,2,466,932,97.86,Mobile Payments,e-Shop,5.0,108776.0,Mumbai,M,0,PhD,Self Employed,0
April,Footwear,Women,3,1242,3726,391.23,Debit Card,e-Shop,5.0,93467.0,Hyderabad,M,1,Master,Salaried,0
April,Footwear,Mens,5,1235,6175,648.375,Debit Card,TeleShop,5.0,107393.0,Bangalore,F,1,PhD,Self Employed,0
April,Electronics,Personal Appliances,4,1410,5640,592.2,Credit Card,Flagship store,4.0,75822.0,Pune,M,0,Basic,Self Employed,0
April,Clothing,Mens,2,890,1780,186.9,Mobile Payments,MBR,4.0,104090.0,Ahmedabad,M,0,PhD,Salaried,0
April,Home and kitchen,Furnishing,2,1233,2466,258.93,Debit Card,e-Shop,3.0,52579.0,Pune,F,1,Master,Self Employed,0
April,Footwear,Mens,3,892,2676,280.98,Credit Card,Flagship store,3.0,26236.0,Pune,M,0,Master,Salaried,0
April,Home and kitchen,Bath,3,88,264,27.72,Mobile Payments,TeleShop,4.0,88594.0,Chennai,F,1,Basic,Others,0
April,Electronics,Mobiles,5,1109,5545,232.89,Debit Card,MBR,1.0,147253.0,Mumbai,M,0,Basic,Self Employed,1
April,Footwear,Women,3,644,1932,202.86,Cash,Flagship store,5.0,100572.0,Pune,M,0,Basic,Others,0
April,Clothing,Mens,5,1022,5110,536.55,Debit Card,TeleShop,5.0,45900.0,Pune,M,1,Others,Salaried,0
April,Clothing,Women,5,874,4370,458.85,Debit Card,e-Shop,2.0,69569.0,Bangalore,M,1,Master,Others,1
April,Footwear,Mens,2,986,1972,207.06,Debit Card,TeleShop,4.0,141626.0,New Delhi,M,1,Master,Others,0
April,Bags,Women,5,283,1415,148.575,Mobile Payments,TeleShop,4.0,145591.0,Chennai,F,1,Master,Self Employed,0
April,Home and kitchen,Kitchen,5,1280,6400,672.0,Credit Card,e-Shop,5.0,134683.0,Gurgaon,M,1,PhD,Self Employed,0
April,Home and kitchen,Furnishing,3,694,2082,218.61,Debit Card,e-Shop,4.0,117232.0,Vishakhapatnam,M,0,PhD,Self Employed,0
April,Clothing,Mens,4,912,3648,383.04,Credit Card,MBR,5.0,107456.0,Hyderabad,M,0,PhD,Self Employed,0
April,Footwear,Women,5,343,1715,180.075,Mobile Payments,MBR,1.0,142648.0,Hyderabad,M,1,PhD,Self Employed,0
April,Footwear,Kids,3,565,1695,177.975,Mobile Payments,Flagship store,5.0,25080.0,Mumbai,M,0,Others,Salaried,0
April,Books,DIY,3,562,1686,177.03,Mobile Payments,Flagship store,1.0,39832.0,Ahmedabad,F,0,Graduation,Salaried,0
April,Footwear,Women,5,1073,5365,450.66,Debit Card,e-Shop,1.0,34469.0,Kolkata,M,0,PhD,Salaried,1
April,Books,Non-Fiction,3,1440,4320,453.6,Debit Card,e-Shop,5.0,115191.0,Ahmedabad,M,0,Graduation,Others,0
April,Footwear,Kids,5,888,4440,466.2,Debit Card,e-Shop,4.0,31347.0,New Delhi,M,1,Graduation,Salaried,0
April,Clothing,Mens,4,1256,5024,527.52,Credit Card,MBR,5.0,113312.0,Hyderabad,F,1,PhD,Salaried,0
April,Clothing,Mens,2,778,1556,163.38,Mobile Payments,TeleShop,5.0,80067.0,Kolkata,M,0,Basic,Others,0
April,Bags,Mens,2,538,1076,169.47,Cash,Flagship store,1.0,69855.0,Bangalore,M,0,Others,Self Employed,1
April,Bags,Mens,4,318,1272,133.56,Mobile Payments,MBR,5.0,68376.0,Hyderabad,M,1,Master,Others,0
April,Electronics,Mobiles,5,686,3430,360.15,Debit Card,Flagship store,5.0,119632.0,Chennai,F,1,Basic,Self Employed,0
April,Footwear,Mens,5,319,1595,167.475,Cash,MBR,5.0,119256.0,Chennai,F,1,Graduation,Salaried,0
April,Clothing,Women,5,318,1590,166.95,Mobile Payments,Flagship store,5.0,82348.0,Hyderabad,M,0,Basic,Others,0
April,Footwear,Kids,4,397,1588,166.74,Cash,MBR,5.0,20920.0,Pune,M,1,PhD,Salaried,0
April,Footwear,Mens,2,970,1940,203.7,Cash,MBR,4.0,148750.0,Hyderabad,M,1,Basic,Salaried,0
April,Footwear,Women,2,1261,2522,264.81,Debit Card,e-Shop,1.0,34483.0,Vishakhapatnam,M,0,Basic,Self Employed,0
April,Books,Non-Fiction,4,110,440,46.2,Cash,MBR,5.0,103542.0,Hyderabad,M,0,Others,Others,0
April,Clothing,Mens,4,851,3404,357.42,Debit Card,TeleShop,5.0,101952.0,Ahmedabad,M,0,Others,Others,0
April,Clothing,Women,3,202,606,63.63,Mobile Payments,e-Shop,5.0,129832.0,Mumbai,M,0,Others,Salaried,0
April,Clothing,Women,1,1002,1002,105.21,Mobile Payments,TeleShop,5.0,31848.0,Gurgaon,M,1,Master,Self Employed,0
April,Clothing,Mens,3,334,1002,105.21,Mobile Payments,e-Shop,3.0,104205.0,Hyderabad,F,1,Others,Self Employed,0
April,Books,Fiction,2,578,1156,121.38,Mobile Payments,e-Shop,5.0,120874.0,Vishakhapatnam,M,1,Others,Others,0
April,Home and kitchen,Tools,5,1296,6480,680.4,Credit Card,e-Shop,5.0,70346.0,Gurgaon,M,1,Others,Self Employed,0
April,Footwear,Kids,4,780,3120,327.6,Debit Card,e-Shop,5.0,143500.0,Gurgaon,F,1,Others,Others,0
April,Bags,Women,4,131,524,55.02,Mobile Payments,e-Shop,5.0,57725.0,Chennai,F,1,Basic,Others,0
April,Electronics,Personal Appliances,1,1382,1382,145.11,Mobile Payments,e-Shop,1.0,114241.0,Ahmedabad,M,0,Others,Salaried,0
April,Home and kitchen,Furnishing,5,703,3515,369.075,Credit Card,e-Shop,5.0,42743.0,Bangalore,F,0,Others,Others,0
April,Clothing,Mens,3,1383,4149,435.645,Debit Card,TeleShop,5.0,76906.0,Pune,F,1,Others,Self Employed,0
April,Bags,Mens,4,918,3672,385.56,Debit Card,TeleShop,5.0,139206.0,Vishakhapatnam,M,0,Graduation,Self Employed,0
April,Bags,Women,2,749,1498,157.29,Cash,Flagship store,5.0,46366.0,Pune,M,0,PhD,Salaried,0
April,Footwear,Kids,3,867,2601,273.105,Credit Card,TeleShop,3.0,110554.0,Gurgaon,M,0,PhD,Salaried,0
April,Footwear,Women,1,1494,1494,156.87,Mobile Payments,TeleShop,5.0,78768.0,Ahmedabad,M,1,PhD,Salaried,0
April,Bags,Women,2,1245,2490,261.45,Credit Card,e-Shop,5.0,103744.0,Mumbai,M,1,PhD,Salaried,0
April,Footwear,Mens,5,208,1040,109.2,Mobile Payments,e-Shop,4.0,35550.0,Vishakhapatnam,F,0,PhD,Others,0
April,Clothing,Mens,4,1030,4120,432.6,Credit Card,TeleShop,5.0,55759.0,Pune,M,1,Others,Others,0
April,Books,DIY,5,700,3500,367.5,Debit Card,e-Shop,2.0,116682.0,Ahmedabad,M,0,PhD,Self Employed,0
April,Clothing,Women,1,1492,1492,156.66,Mobile Payments,e-Shop,5.0,84707.0,Mumbai,F,1,Graduation,Salaried,0
April,Home and kitchen,Tools,3,1338,4014,421.47,Debit Card,e-Shop,5.0,55587.0,Chennai,F,0,Basic,Others,0
April,Clothing,Mens,1,1487,1487,156.135,Mobile Payments,MBR,5.0,53230.0,Gurgaon,M,1,Others,Others,0
April,Footwear,Mens,2,1210,2420,254.1,Credit Card,Flagship store,5.0,43225.0,Chennai,F,0,PhD,Self Employed,0
April,Clothing,Mens,1,1484,1484,155.82,Mobile Payments,e-Shop,4.0,46561.0,Kolkata,F,0,Master,Salaried,0
April,Footwear,Women,3,1121,3363,353.115,Credit Card,e-Shop,5.0,124470.0,Pune,M,0,Graduation,Others,0
April,Home and kitchen,Furnishing,2,476,952,99.96,Mobile Payments,Flagship store,4.0,130960.0,Gurgaon,F,1,Others,Self Employed,0
April,Home and kitchen,Tools,3,219,657,68.985,Mobile Payments,e-Shop,5.0,117134.0,New Delhi,M,1,Graduation,Salaried,0
April,Clothing,Mens,5,1212,6060,636.3,Credit Card,e-Shop,5.0,93727.0,Vishakhapatnam,F,1,Others,Self Employed,0
April,Clothing,Women,1,889,889,93.345,Mobile Payments,TeleShop,4.0,122871.0,Kolkata,M,1,Graduation,Salaried,0
April,Clothing,Mens,5,295,1475,154.875,Mobile Payments,MBR,4.0,37777.0,New Delhi,M,1,Master,Others,0
April,Footwear,Mens,1,1238,1238,129.99,Mobile Payments,e-Shop,5.0,107873.0,Mumbai,M,0,Graduation,Others,0
April,Bags,Women,5,942,4710,494.55,Debit Card,Flagship store,5.0,88345.0,Gurgaon,F,1,Others,Salaried,0
April,Books,Academic,1,1062,1062,111.51,Mobile Payments,e-Shop,1.0,116953.0,Chennai,F,1,Master,Salaried,0
April,Clothing,Mens,2,1176,2352,246.96,Credit Card,TeleShop,3.0,71942.0,Mumbai,M,0,Master,Self Employed,0
April,Clothing,Women,2,734,1468,154.14,Mobile Payments,Flagship store,4.0,93863.0,Chennai,F,0,Basic,Salaried,0
April,Clothing,Women,3,956,2868,301.14,Credit Card,TeleShop,4.0,78189.0,Pune,M,1,Basic,Salaried,0
April,Bags,Women,2,1454,2908,305.34,Credit Card,e-Shop,2.0,115858.0,Ahmedabad,M,1,Basic,Others,0
April,Electronics,Audio and video,3,489,1467,154.035,Mobile Payments,TeleShop,5.0,76558.0,Bangalore,M,0,Basic,Others,0
April,Footwear,Kids,5,1355,6775,711.375,Credit Card,TeleShop,1.0,101010.0,Vishakhapatnam,M,1,Basic,Others,0
April,Footwear,Mens,3,1421,4263,447.615,Debit Card,Flagship store,2.0,14886.0,Ahmedabad,F,0,Others,Self Employed,0
April,Footwear,Women,3,878,2634,276.57,Credit Card,e-Shop,5.0,46563.0,Vishakhapatnam,M,0,Others,Self Employed,0
April,Footwear,Women,3,888,2664,279.72,Credit Card,TeleShop,4.0,141374.0,Kolkata,F,1,Others,Self Employed,0
April,Books,Non-Fiction,1,1460,1460,153.3,Mobile Payments,e-Shop,5.0,67825.0,Ahmedabad,F,0,Graduation,Salaried,0
April,Home and kitchen,Kitchen,2,879,1758,184.59,Mobile Payments,e-Shop,4.0,96702.0,Mumbai,F,0,Basic,Others,0
April,Bags,Women,5,647,3235,135.87,Mobile Payments,e-Shop,1.0,52802.0,Bangalore,M,1,Graduation,Salaried,1
April,Home and kitchen,Bath,1,1460,1460,153.3,Mobile Payments,e-Shop,4.0,94328.0,Vishakhapatnam,M,1,Basic,Salaried,0
April,Home and kitchen,Kitchen,5,486,2430,255.15,Credit Card,Flagship store,2.0,120054.0,Ahmedabad,M,0,Graduation,Salaried,1
April,Books,Non-Fiction,3,485,1455,152.775,Mobile Payments,e-Shop,5.0,126278.0,Chennai,M,0,Basic,Self Employed,0
April,Bags,Mens,5,971,4855,509.775,Debit Card,MBR,1.0,122828.0,Gurgaon,M,1,PhD,Others,0
April,Footwear,Mens,5,291,1455,152.775,Mobile Payments,MBR,4.0,31700.0,Bangalore,M,0,PhD,Salaried,0
April,Clothing,Women,2,985,1970,206.85,Credit Card,MBR,5.0,119280.0,Vishakhapatnam,F,0,Others,Others,0
April,Footwear,Kids,4,786,3144,330.12,Credit Card,MBR,5.0,70965.0,Bangalore,M,1,Others,Salaried,0
April,Footwear,Women,1,300,300,31.5,Mobile Payments,e-Shop,4.0,103470.0,Ahmedabad,M,0,Others,Salaried,0
April,Footwear,Kids,5,1235,6175,648.375,Debit Card,TeleShop,5.0,65571.0,Hyderabad,F,0,PhD,Salaried,0
April,Footwear,Women,2,448,896,94.08,Mobile Payments,MBR,5.0,66497.0,Bangalore,F,1,Others,Salaried,0
April,Home and kitchen,Kitchen,3,220,660,69.3,Mobile Payments,MBR,1.0,72094.0,Vishakhapatnam,F,1,Others,Salaried,0
April,Electronics,Cameras,1,1045,1045,109.725,Mobile Payments,e-Shop,5.0,140933.0,Gurgaon,M,1,PhD,Others,0
April,Footwear,Kids,3,358,1074,112.77,Mobile Payments,e-Shop,5.0,121014.0,Kolkata,M,0,Others,Others,0
April,Books,DIY,2,79,158,16.59,Mobile Payments,TeleShop,5.0,86119.0,Ahmedabad,M,1,Others,Others,0
April,Footwear,Mens,3,680,2040,214.2,Debit Card,e-Shop,5.0,64544.0,Ahmedabad,M,1,Master,Others,0
April,Clothing,Mens,2,804,1608,168.84,Cash,Flagship store,2.0,96212.0,Vishakhapatnam,M,0,Graduation,Others,0
April,Clothing,Women,1,86,86,9.03,Mobile Payments,e-Shop,5.0,135956.0,Bangalore,M,1,Graduation,Self Employed,0
April,Clothing,Women,4,815,3260,342.3,Credit Card,e-Shop,4.0,125846.0,Ahmedabad,M,1,PhD,Others,0
April,Books,Academic,4,359,1436,150.78,Mobile Payments,TeleShop,3.0,119202.0,Vishakhapatnam,M,1,PhD,Self Employed,0
April,Electronics,Computers,4,598,2392,251.16,Debit Card,TeleShop,5.0,137437.0,Vishakhapatnam,F,0,PhD,Others,0
April,Clothing,Women,4,263,1052,110.46,Mobile Payments,TeleShop,3.0,28158.0,Ahmedabad,M,1,Master,Salaried,0
April,Footwear,Women,5,1262,6310,662.55,Debit Card,Flagship store,3.0,68859.0,New Delhi,M,0,Master,Salaried,0
April,Electronics,Computers,3,489,1467,154.035,Mobile Payments,e-Shop,5.0,71224.0,New Delhi,F,1,Master,Salaried,0
April,Books,Fiction,3,989,2967,311.535,Credit Card,TeleShop,1.0,38111.0,Bangalore,F,1,Basic,Salaried,0
April,Books,Fiction,5,640,3200,336.0,Debit Card,e-Shop,4.0,102091.0,Mumbai,F,1,Master,Others,0
April,Clothing,Mens,3,903,2709,284.445,Debit Card,MBR,5.0,35503.0,Gurgaon,M,1,Master,Others,0
April,Bags,Women,5,1213,6065,636.825,Debit Card,Flagship store,2.0,32123.0,New Delhi,F,1,Basic,Others,0
April,Clothing,Mens,2,1156,2312,242.76,Debit Card,e-Shop,5.0,79427.0,Hyderabad,F,1,Graduation,Others,0
April,Books,Non-Fiction,3,668,2004,210.42,Credit Card,TeleShop,4.0,25076.0,Bangalore,M,1,PhD,Self Employed,0
April,Home and kitchen,Tools,3,476,1428,149.94,Cash,MBR,4.0,28742.0,Bangalore,M,1,PhD,Salaried,0
April,Footwear,Women,1,1428,1428,149.94,Cash,Flagship store,5.0,42627.0,New Delhi,M,0,Basic,Self Employed,0
April,Clothing,Women,2,1367,2734,287.07,Credit Card,MBR,5.0,12823.0,Kolkata,M,1,Basic,Self Employed,0
April,Electronics,Audio and video,5,558,2790,292.95,Credit Card,TeleShop,5.0,110204.0,Mumbai,F,1,Basic,Others,0
April,Footwear,Mens,1,1421,1421,149.205,Mobile Payments,e-Shop,5.0,104924.0,Bangalore,M,0,Graduation,Salaried,0
April,Clothing,Mens,4,1196,4784,502.32,Credit Card,TeleShop,5.0,13342.0,Gurgaon,M,1,Graduation,Others,0
April,Home and kitchen,Bath,1,89,89,9.345,Cash,Flagship store,1.0,75949.0,New Delhi,M,1,Graduation,Self Employed,0
April,Home and kitchen,Kitchen,4,354,1416,148.68,Mobile Payments,e-Shop,5.0,115405.0,Bangalore,F,1,Graduation,Self Employed,0
April,Books,Academic,3,464,1392,146.16,Mobile Payments,TeleShop,5.0,70120.0,Gurgaon,F,1,Graduation,Salaried,0
April,Footwear,Kids,5,967,4835,507.675,Credit Card,e-Shop,5.0,31367.0,Chennai,M,0,Basic,Others,0
April,Footwear,Women,4,352,1408,147.84,Mobile Payments,TeleShop,4.0,46999.0,Chennai,F,0,Basic,Self Employed,0
April,Home and kitchen,Kitchen,1,1407,1407,147.735,Mobile Payments,MBR,5.0,62790.0,Hyderabad,M,1,Basic,Self Employed,0
April,Bags,Mens,2,1500,3000,315.0,Credit Card,e-Shop,4.0,109722.0,Chennai,F,1,Basic,Salaried,0
April,Bags,Women,5,512,2560,268.8,Credit Card,e-Shop,4.0,79411.0,New Delhi,M,0,Basic,Salaried,0
April,Clothing,Mens,5,281,1405,147.525,Mobile Payments,e-Shop,5.0,21395.0,Hyderabad,F,1,Basic,Others,0
April,Clothing,Women,3,971,2913,305.865,Credit Card,e-Shop,4.0,49772.0,Mumbai,M,0,Master,Others,0
April,Footwear,Women,5,961,4805,504.525,Debit Card,e-Shop,5.0,53449.0,Ahmedabad,M,1,Others,Others,0
April,Clothing,Women,3,1060,3180,333.9,Credit Card,e-Shop,4.0,98393.0,Gurgaon,F,1,Basic,Salaried,0
April,Footwear,Women,1,1391,1391,146.055,Mobile Payments,MBR,5.0,106827.0,Hyderabad,M,1,Others,Salaried,0
April,Clothing,Mens,1,1390,1390,145.95,Mobile Payments,TeleShop,5.0,92046.0,Chennai,M,1,Master,Salaried,0
April,Footwear,Women,1,545,545,57.225,Mobile Payments,e-Shop,5.0,80132.0,Mumbai,M,1,Others,Self Employed,0
April,Home and kitchen,Kitchen,5,967,4835,507.675,Debit Card,MBR,1.0,83996.0,Vishakhapatnam,M,0,Others,Salaried,0
April,Home and kitchen,Tools,5,759,3795,398.475,Debit Card,TeleShop,3.0,123072.0,Chennai,M,1,Others,Others,0
April,Home and kitchen,Bath,1,1384,1384,145.32,Mobile Payments,e-Shop,5.0,73245.0,Mumbai,F,0,PhD,Others,0
April,Footwear,Women,1,1085,1085,113.925,Cash,Flagship store,4.0,29041.0,Ahmedabad,F,1,Basic,Salaried,0
April,Bags,Women,5,904,4520,474.6,Debit Card,TeleShop,5.0,49852.0,Mumbai,M,1,Graduation,Self Employed,0
April,Clothing,Mens,2,929,1858,195.09,Mobile Payments,e-Shop,5.0,95842.0,Pune,M,1,Master,Salaried,0
April,Footwear,Women,4,824,3296,346.08,Debit Card,TeleShop,5.0,70937.0,Chennai,F,1,PhD,Others,0
April,Clothing,Mens,3,1297,3891,408.555,Debit Card,MBR,5.0,115386.0,Pune,M,0,Master,Others,0
April,Clothing,Mens,5,1411,7055,740.775,Credit Card,Flagship store,4.0,85467.0,Mumbai,M,0,Master,Salaried,0
April,Home and kitchen,Tools,1,1377,1377,144.585,Mobile Payments,e-Shop,4.0,149333.0,Chennai,F,0,Graduation,Self Employed,0
April,Bags,Women,3,599,1797,188.685,Mobile Payments,MBR,5.0,56276.0,Kolkata,F,0,PhD,Self Employed,0
April,Electronics,Audio and video,5,1369,6845,718.725,Credit Card,Flagship store,4.0,86878.0,Ahmedabad,M,1,Graduation,Self Employed,0
April,Home and kitchen,Furnishing,2,1436,2872,301.56,Debit Card,e-Shop,5.0,75498.0,New Delhi,M,0,Basic,Self Employed,0
April,Home and kitchen,Furnishing,3,1188,3564,374.22,Credit Card,e-Shop,4.0,66951.0,Ahmedabad,F,1,PhD,Salaried,0
April,Clothing,Women,4,623,2492,261.66,Credit Card,TeleShop,5.0,107914.0,Pune,F,0,PhD,Salaried,0
April,Bags,Women,5,520,2600,54.6,Mobile Payments,TeleShop,1.0,62783.0,Bangalore,M,0,Graduation,Others,1
April,Clothing,Women,5,699,3495,366.975,Debit Card,MBR,4.0,12997.0,Hyderabad,F,1,Others,Self Employed,0
April,Footwear,Mens,2,1228,2456,257.88,Credit Card,TeleShop,5.0,74632.0,New Delhi,M,0,PhD,Salaried,0
April,Clothing,Women,2,460,920,96.6,Mobile Payments,TeleShop,4.0,42737.0,Chennai,M,1,PhD,Self Employed,0
April,Clothing,Mens,5,774,3870,406.35,Credit Card,e-Shop,4.0,91825.0,Pune,F,1,Master,Others,0
April,Footwear,Mens,4,1043,4172,328.545,Credit Card,TeleShop,2.0,150659.0,Mumbai,F,1,PhD,Self Employed,1
April,Books,Non-Fiction,4,722,2888,303.24,Credit Card,MBR,3.0,15359.0,Ahmedabad,M,1,Others,Self Employed,0
April,Footwear,Kids,1,1396,1396,146.58,Mobile Payments,e-Shop,3.0,89318.0,Kolkata,M,0,PhD,Others,0
April,Footwear,Women,1,544,544,57.12,Mobile Payments,TeleShop,5.0,39551.0,Gurgaon,M,0,PhD,Others,0
April,Clothing,Women,2,662,1324,139.02,Mobile Payments,e-Shop,1.0,66085.0,Hyderabad,M,0,PhD,Self Employed,0
April,Bags,Women,5,1069,5345,448.98,Debit Card,Flagship store,1.0,88551.0,Gurgaon,M,1,PhD,Self Employed,1
April,Clothing,Women,5,273,1365,143.325,Mobile Payments,e-Shop,2.0,43653.0,Vishakhapatnam,M,0,PhD,Self Employed,0
April,Clothing,Mens,4,1109,4436,465.78,Debit Card,TeleShop,5.0,33610.0,Chennai,M,1,PhD,Self Employed,0
April,Books,Academic,5,1470,7350,771.75,Debit Card,TeleShop,5.0,119054.0,Chennai,F,0,Graduation,Self Employed,0
April,Bags,Mens,3,557,1671,175.455,Mobile Payments,e-Shop,5.0,28458.0,Hyderabad,M,0,PhD,Self Employed,0
April,Clothing,Mens,3,1316,3948,414.54,Debit Card,e-Shop,4.0,62928.0,Ahmedabad,F,1,Others,Salaried,0
April,Home and kitchen,Kitchen,1,1353,1353,142.065,Mobile Payments,TeleShop,2.0,26444.0,Gurgaon,M,0,PhD,Others,0
April,Clothing,Women,3,1109,3327,349.335,Debit Card,TeleShop,4.0,81501.0,Mumbai,F,0,PhD,Salaried,0
April,Electronics,Computers,5,241,1205,50.61,Mobile Payments,e-Shop,2.0,35671.0,Mumbai,F,0,PhD,Self Employed,1
April,Clothing,Mens,1,193,193,20.265,Mobile Payments,TeleShop,5.0,41941.0,Kolkata,M,1,PhD,Self Employed,0
April,Electronics,Cameras,1,750,750,78.75,Mobile Payments,Flagship store,5.0,25100.0,Bangalore,M,0,Basic,Self Employed,0
April,Footwear,Mens,1,712,712,74.76,Mobile Payments,TeleShop,5.0,73928.0,New Delhi,F,1,Basic,Others,0
April,Home and kitchen,Furnishing,1,1343,1343,141.015,Mobile Payments,e-Shop,1.0,120383.0,Pune,F,1,Basic,Others,0
April,Home and kitchen,Tools,3,246,738,77.49,Mobile Payments,TeleShop,2.0,73418.0,Gurgaon,M,1,Basic,Others,0
April,Footwear,Mens,3,937,2811,295.155,Debit Card,e-Shop,5.0,48886.0,Bangalore,F,1,PhD,Self Employed,0
April,Books,DIY,5,1311,6555,688.275,Credit Card,e-Shop,2.0,35228.0,Mumbai,F,0,Basic,Others,0
April,Bags,Mens,4,182,728,76.44,Mobile Payments,e-Shop,5.0,62786.0,Bangalore,M,1,Graduation,Others,0
April,Footwear,Women,3,673,2019,211.995,Debit Card,e-Shop,4.0,99682.0,Mumbai,M,1,Others,Others,0
April,Clothing,Women,3,368,1104,115.92,Mobile Payments,e-Shop,5.0,55002.0,Chennai,M,1,Basic,Salaried,0
April,Footwear,Mens,3,441,1323,138.915,Mobile Payments,e-Shop,5.0,19840.0,Ahmedabad,F,1,PhD,Self Employed,0
April,Electronics,Personal Appliances,2,666,1332,139.86,Mobile Payments,TeleShop,5.0,73182.0,Hyderabad,M,0,PhD,Salaried,0
April,Books,Non-Fiction,5,1448,7240,760.2,Credit Card,MBR,5.0,38529.0,Ahmedabad,F,0,PhD,Self Employed,0
April,Electronics,Mobiles,4,1343,5372,564.06,Debit Card,TeleShop,4.0,37396.0,Pune,M,1,PhD,Salaried,0
April,Clothing,Women,4,85,340,35.7,Mobile Payments,MBR,5.0,30058.0,Gurgaon,F,0,PhD,Others,0
April,Clothing,Women,5,663,3315,139.23,Mobile Payments,e-Shop,1.0,92935.0,Gurgaon,F,1,Others,Self Employed,1
April,Bags,Women,5,347,1735,182.175,Mobile Payments,e-Shop,5.0,58469.0,Ahmedabad,F,1,Others,Salaried,0
April,Footwear,Kids,3,1167,3501,367.605,Debit Card,Flagship store,3.0,12427.0,Bangalore,M,0,Others,Self Employed,0
April,Footwear,Mens,5,1055,5275,553.875,Debit Card,e-Shop,5.0,68385.0,New Delhi,M,0,Others,Self Employed,0
April,Home and kitchen,Kitchen,4,890,3560,373.8,Debit Card,Flagship store,5.0,54568.0,Gurgaon,M,1,Others,Self Employed,0
April,Bags,Mens,1,613,613,64.365,Cash,MBR,5.0,17590.0,Gurgaon,F,0,Others,Salaried,0
April,Footwear,Kids,5,1442,7210,757.05,Credit Card,TeleShop,3.0,137035.0,Pune,F,1,Master,Self Employed,0
April,Clothing,Mens,2,659,1318,138.39,Cash,Flagship store,5.0,23113.0,Vishakhapatnam,M,1,Basic,Others,0
April,Clothing,Women,5,1215,6075,637.875,Credit Card,Flagship store,5.0,86073.0,Gurgaon,F,1,Master,Self Employed,0
April,Clothing,Mens,2,658,1316,138.18,Mobile Payments,TeleShop,3.0,58075.0,Ahmedabad,F,1,Master,Salaried,0
April,Footwear,Mens,2,657,1314,137.97,Mobile Payments,e-Shop,1.0,75253.0,Bangalore,M,0,Graduation,Salaried,0
April,Home and kitchen,Furnishing,3,438,1314,137.97,Mobile Payments,e-Shop,5.0,67496.0,Chennai,M,0,Graduation,Others,0
April,Electronics,Computers,1,1304,1304,136.92,Mobile Payments,TeleShop,4.0,57339.0,Gurgaon,F,1,PhD,Self Employed,0
April,Clothing,Women,4,1324,5296,556.08,Debit Card,Flagship store,5.0,23926.0,Vishakhapatnam,F,0,Basic,Others,0
April,Books,Fiction,5,262,1310,137.55,Mobile Payments,Flagship store,5.0,36465.0,Vishakhapatnam,M,1,Graduation,Salaried,0
April,Footwear,Kids,3,861,2583,271.215,Credit Card,TeleShop,5.0,22048.0,Ahmedabad,M,0,PhD,Salaried,0
April,Home and kitchen,Kitchen,5,849,4245,445.725,Credit Card,MBR,1.0,63139.0,Bangalore,M,0,Graduation,Others,0
April,Home and kitchen,Tools,4,1409,5636,591.78,Debit Card,Flagship store,1.0,123160.0,Chennai,M,0,Graduation,Others,0
April,Home and kitchen,Furnishing,2,652,1304,136.92,Mobile Payments,e-Shop,5.0,96118.0,Mumbai,M,1,Graduation,Self Employed,0
April,Footwear,Women,5,850,4250,446.25,Debit Card,e-Shop,5.0,20145.0,Chennai,M,1,Master,Others,0
April,Footwear,Women,4,325,1300,136.5,Mobile Payments,e-Shop,5.0,111038.0,Kolkata,M,0,PhD,Self Employed,0
April,Clothing,Women,3,939,2817,295.785,Credit Card,e-Shop,3.0,81649.0,Bangalore,M,1,Others,Others,0
April,Electronics,Mobiles,3,432,1296,136.08,Cash,Flagship store,4.0,112755.0,Pune,F,0,Master,Self Employed,0
April,Bags,Mens,3,749,2247,235.935,Debit Card,e-Shop,5.0,27069.0,New Delhi,M,0,Master,Salaried,0
April,Footwear,Women,3,856,2568,269.64,Credit Card,e-Shop,5.0,80517.0,New Delhi,M,0,Others,Others,0
April,Footwear,Women,1,1296,1296,136.08,Mobile Payments,TeleShop,4.0,25512.0,New Delhi,M,1,PhD,Self Employed,0
April,Home and kitchen,Furnishing,5,1124,5620,590.1,Credit Card,Flagship store,5.0,24250.0,Kolkata,F,1,Others,Salaried,0
April,Clothing,Women,3,432,1296,136.08,Mobile Payments,e-Shop,4.0,20950.0,Bangalore,F,1,Master,Self Employed,0
April,Clothing,Women,3,863,2589,271.845,Credit Card,Flagship store,1.0,36197.0,Chennai,F,0,Master,Self Employed,0
April,Home and kitchen,Furnishing,1,843,843,88.515,Mobile Payments,e-Shop,5.0,23492.0,Vishakhapatnam,F,0,Master,Self Employed,0
April,Books,DIY,5,268,1340,140.7,Cash,MBR,5.0,17780.0,Kolkata,M,0,Master,Self Employed,0
April,Clothing,Women,4,989,3956,415.38,Debit Card,MBR,4.0,103234.0,Pune,M,0,Others,Salaried,0
April,Electronics,Audio and video,2,402,804,84.42,Mobile Payments,e-Shop,5.0,27743.0,Pune,F,0,Graduation,Salaried,0
April,Home and kitchen,Furnishing,5,969,4845,508.725,Debit Card,TeleShop,5.0,103762.0,Chennai,F,1,Basic,Others,0
